PUBLICATION_DATE,UID,UNIQUE_ID,SITE_ID,PSTL_CODE,VISIT_NO,DATE_COL,BANGMODE,BFWD_RAT,C1TM100,C1WM100,C2TM100,C2WM100,C4TM100,C4WM100,CONFEATURES,CONPATTERN,CONPERCENT,CONSTRAINT,CVDTH,CVWIDTH,CVWXD,LDCBF_G08,LDMB_BW5,LRBS_BW5,LRBS_G08,LRBS_TST,LRBS_USE,LSUB_DMM,LSUB_DMM_NOR,LSUBD_SD,LTEST,LWDEQVOL_MSQ,LWDEQVOLM100,MEDBK_A,MEDBKUN,PCAN_C,PCAN_D,PCAN_E,PCAN_M,PCAN_N,PCT_BDRK,PCT_BH,PCT_BIGR,PCT_BL,PCT_CB,PCT_DR,PCT_FA,PCT_FAST,PCT_FN,PCT_GC,PCT_GF,PCT_GL,PCT_GR,PCT_HP,PCT_OM,PCT_ORG,PCT_OT,PCT_POOL,PCT_RC,PCT_RR,PCT_RS,PCT_SA,PCT_SAFN,PCT_SB,PCT_SFG,PCT_SFGF,PCT_SIDE,PCT_SLOW,PCT_WD,PCT_XB,PCTCLINOMETER,PROTOCOL,QR1,QRDIST1,QRVEG1,QRVEG2,RDIST1,REACHLEN,REALM,RP100,RP100_CM,RPGT50,RPGT75,RPMXDEP,RPMXDEP_CM,RPRAT,RPXDEP,RPXDEP_CM,SDDEPTH,SDDEPTH_CM,SDINC_H,SDWD_RAT,SDWIDTH,SDWXD,SINU,SURVEY_YRS,V1W_MSQ,V1WM100,V2W_MSQ,V2WM100,V4W_MSQ,V4WM100,W1_HAG,W1_HALL,W1_HNOAG,W1H_BLDG,W1H_CROP,W1H_LDFL,W1H_LOG,W1H_MINE,W1H_PARK,W1H_PIPE,W1H_PSTR,W1H_PVMT,W1H_ROAD,W1H_WALL,XBEARING,XBKA,XBKF_H,XBKF_W,XC,XCDENBK,XCDENMID,XCEMBED,XCL,XCM,XCMG,XCMGW,XCMW,XCS,XDEPTH,XDEPTH_CM,XEMBED,XFC_ALG,XFC_ALL,XFC_AQM,XFC_BIG,XFC_BRS,XFC_HUM,XFC_LVT,XFC_LWD,XFC_NAT,XFC_OHV,XFC_RCK,XFC_UCB,XG,XGB,XGH,XGVEG,XGW,XINC_H,XM,XMH,XMW,XPCAN,XPCM,XPCMG,XPMGW,XPMID,XSLOPE,XSLOPE_FIELD,XSLOPE_MAP,XSLOPE_USE,XUN,XWD_RAT,XWIDTH,XWXD,LITSB1_FN,LITSB1_SF,LITSB1_SFGF,LITSB12_FN,LITSB12_SF,PCT_DRS,PCT_OVRB,XSHOR2VG
6/2/2026,2022529,NRS_MI-10156,NRS23_MI_10030,MI,1,7/30/2023,med,74.34259316,0.454545455,0.454545455,0,0,0,0,TERRACE,SINGLE,100,CON_BROAD,0.382846258,0.096785517,0.282007109,0.602087812,0.430243715,0.363132889,0.191288791,0.294923216,0.191288791,0.793376604,,1.12908634,0.498453388,0.000475909,0.951818182,,,0.045454545,0.727272727,0,0.136363636,0.090909091,,0,,0,29,0,0,0,3,,,100,37,,,,0,0,,,,31,34,,71,,10,100,,,0,BOATABLE,0.44929565,0.279062452,0.418068182,0.777406417,0.720937548,3933.646112,BOATABLE,64.22779379,64.22779379,8,6,2.427529392,242.7529392,0.369975771,0.756952131,75.69521306,0.664621104,66.46211042,0.301511345,36.59938469,13.32120661,62.36869229,,2324,0.000475909,0.475909091,0,0,0,0,0.068181818,2.583427273,2.515245455,0.734877273,0.068181818,0.318190909,0,0,0.674259091,0.030304545,0,0.181827273,0.484872727,0.090913636,,,0.390909091,138.7727273,0.260227273,75.26737968,,,0.164772727,0.686363636,1.604545455,0.706818182,0.556818182,0.095454545,1.736,173.6,,0.009090909,0.168181818,0.036363636,0.013636364,0.054545455,0,0.009090909,0.013636364,0.122727273,0.045454545,0,0,0.918181818,0.081818182,0.768181818,0.918181818,0.15,0.790909091,0.426136364,0.129545455,0.296590909,0.909090909,0.909090909,0.909090909,0.863636364,1,0.026498,,0.026498,0.026498,,98.18208747,137.6363636,221.16,9.090909091,36.36363636,81.81818181,9.090909091,31.81818182,0,0,0
6/2/2026,2022533,NRS_PA-10139,NRS23_PA_10020,PA,1,7/31/2023,,17.12938057,16.66666667,11.33333333,12,7.333333333,2.666666667,1.333333333,TERRACE,SINGLE,70,CON_BROAD,0.498096518,0.39574533,0.507517579,1.8293467,1.675479216,0.007850061,-0.146017423,0.611827554,-0.146017423,1.683329277,1.663432684,0.61465746,1.071501723,0.035623174,18.91266667,18,0,0,0.409090909,0,0.590909091,0,0,0.952380952,87.61904762,0.952380952,42.85714286,0,0,81.33333333,0.952380952,43.80952381,10.47619048,13.33333333,54.28571429,0.952380952,0,0,0,5.333333333,0,0,0,0,0.952380952,0.952380952,55.23809524,11.42857143,0.662251656,18.66666667,0,0,0,WADEABLE,0.829501846,1,0.601136364,0.949465241,0,150,WADEABLE,1.663312615,1.663312615,0,0,13.56,13.56,0.239670406,2.753706441,2.753706441,3.456789836,3.456789836,0.304048441,28.50053675,1.081703903,0.092254008,1.048336561,2324,0.03606016,19.14466667,0.035623174,18.91266667,0.031544635,16.74733333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.7306426,28.90909091,0.298181818,5.309090909,0.865909091,94.38502674,94.65240642,35.75757576,0.467045455,1.167045455,1.630681818,1.113636364,1.075,0.398863636,6.94,6.94,41,0,0.272727273,0,0.136363636,0.068181818,0,0.036363636,0.009090909,0.272727273,0.031818182,0.077272727,0.05,0.463636364,0.3,0.425,0.463636364,0.038636364,0.496363636,0.301136364,0.092045455,0.209090909,1,1,1,0.772727273,1,2.48,2.48,,2.48,0,48.40848596,2.733333333,0.181775,,,,,,,,
6/2/2026,2022535,NRS_MT-10492,NRS23_MT_HP001,MT,1,7/31/2023,low-med,30.43805556,0,0,0,0,0,0,TERRACE,SINGLE,100,UNC_BROAD,0.246139687,0.385771899,0.314758127,1.681720462,1.516258015,1.016813181,0.851350733,1.078026377,0.851350733,2.533071195,,0.450870702,1.455044818,0,0,,,0.045454545,0,0,0,0.954545455,,0,,48,52,0,0,92,0,,,8,0,,,,0,0,,,,0,0,,0,,21,8,,,0,BOATABLE,0.436878966,0.687489258,0.283068182,0.428475936,0.312510742,691.5074645,BOATABLE,11.59921697,11.59921697,0,0,0.45471652,45.47165199,0.2089949,0.147798029,14.77980287,0.136607526,13.6607526,0.067419986,19.61644633,8.63076948,4.193837278,,2324,0,0,0,0,0,0,0,0.454568182,0.454568182,0,0,0,0,0,0,0,0,0.121218182,0.33335,0,,,0.2,24.08181818,0.002272727,36.4973262,,,0,0.275,1.197727273,0.406818182,0.218181818,0.002272727,0.555,55.5,,0.05,0.381818182,0.022727273,0.272727273,0,0,0,0,0.309090909,0.036363636,0.272727273,0,0.922727273,0.015909091,0.734090909,0.922727273,0.188636364,0.436363636,0.272727273,0.056818182,0.215909091,0.045454545,0.045454545,0.045454545,0.863636364,0.954545455,0.75,,0.75,0.75,,37.30214286,22.37272727,13.324,0,9.090909091,9.090909091,0,4.545454546,0,0,0.854545455
6/2/2026,2022536,NRS_OK-10255,NRS23_OK_10048,OK,1,7/31/2023,,20.41590603,7.1,6.8,1.9,1.6,0.1,0.1,TERRACE,SINGLE,100,CON_BROAD,0.386114805,0.175077673,0.505217476,0.900991617,0.786653576,-1.537042292,-1.651380333,-1.468619762,-1.651380333,-0.750388716,-0.793686444,0.797400768,0.718231047,0.000350975,1.0542,30,0,0,0.5,0,0,0.5,0,0.952380952,0,0,0,0,0,0,20,0,0,100,0,0.952380952,0,0,0,0,0,0,0,79.04761905,99.04761905,0,99.04761905,99.04761905,0,100,0,0,0,WADEABLE,0.497350127,0.785714286,0.429318182,0.364705882,0.214285715,1000,WADEABLE,39.39882303,39.39882303,4,4,158.56,158.56,0.351116862,47.56687171,47.56687171,43.32594226,43.32594226,0.323334895,15.03701439,4.627886487,13.74747274,1.627447198,2324,0.000451386,1.3558,0.000350975,1.0542,8.33E-05,0.2501,0.068181818,0.272727273,0.204545455,0,0,0.204545455,0,0,0,0,0.068181818,0,0,0,68.58263128,34.59090909,0.586363636,30.03636364,0.321590909,29.41176471,0.267379679,100,0.156818182,0.989772727,1.085227273,0.731818182,0.677272727,0.164772727,112.21,112.21,98.18181818,0,0.293181818,0,0.15,0.138636364,0,0.004545455,0.15,0.293181818,0,0,0,0.095454545,0.263636364,0.040909091,0.095454546,0.054545455,4.636363636,0.668181818,0.3125,0.355681818,0.5,0.5,0.5,0.909090909,0.954545455,0.068,0.068,0.04,0.068,0,30.1516907,26.43333333,27.211,,,,,,,,
6/2/2026,2022537,NRS_CA-11203,NRS23_CA_10022,CA,1,7/31/2023,stp,15.47643808,0,0,0,0,0,0,HUMAN,SINGLE,100,CON_VSHAPED,0.384558164,0.439371384,0.667524522,,,,,,,-2.110924375,,0,,0,0,,,0,0.590909091,0,0,0.409090909,,0,,0,0,0,0,0,100,,,100,0,,,,0,0,,,,0,100,,100,,1,100,,,0,BOATABLE,0.300472688,0.218542106,0.281022727,0.44171123,0.781457894,3758.568501,BOATABLE,321.3288851,321.3288851,4,4,6.760414602,676.0414602,0.407312568,3.254376084,325.4376084,3.033779354,303.3779354,1.864988423,4.220427789,61.55193668,798.2358368,,2324,0,0,0,0,0,0,0,3.575777273,3.575777273,0.500004545,0,0.272727273,0,0.045454545,0.030304545,0.151518182,0,0.696977273,0.833336364,1.045454545,,,0.810909091,144,0.180681818,37.96791444,,,0.107954545,0.413636364,0.565909091,0.402272727,0.345454545,0.072727273,7.889,788.9,,0,0.725,0.036363636,0.593181818,0.027272727,0.529545455,0,0,0.159090909,0.068181818,0.063636364,0,0.152272727,0.489772727,0.095454545,0.152272727,0.056818182,6.027272727,0.232954545,0.068181818,0.164772727,0.545454545,0.545454545,0.545454545,0.772727273,0.818181818,0,,0,0,,16.66430704,140.0909091,1195.815,45.45454545,54.54545454,63.63636363,31.81818182,45.45454545,0,,1.054545455
6/2/2026,2022538,NRS_MI-10154,NRS23_MI_10028,MI,1,7/31/2023,stp,20.81078539,3.181818182,2.272727273,0.909090909,0.909090909,0,0,TERRACE,SINGLE,100,CON_BROAD,0.206503017,0.338611221,0.520028144,1.172923258,1.01061823,-3.121542605,-3.283847633,-3.153060257,-3.283847633,-2.110924375,,0,1.042135882,0.005923182,13.75,,,0.090909091,0.727272727,0,0.136363636,0.045454545,,0,,0,0,0,0,0,100,,,100,0,,,,0,0,,,,0,100,,100,,29,100,,,0,BOATABLE,0.574880453,0.513608285,0.429318182,0.861631016,0.486391715,3061.722022,BOATABLE,69.13054987,69.13054987,7,5,2.1515692,215.15692,0.138816365,0.893412135,89.34121353,1.028385024,102.8385024,0.727011317,7.031375861,36.77317863,288.2047977,,2324,0.005923182,5.923181818,0.004495455,4.495454545,0,0,0.090913636,0.947009091,0.856095455,0.227281818,0.090913636,0.068181818,0,0,0.227281818,0.030304545,0,0.090913636,0.121218182,0.090913636,,,0.354545455,109.3,0.177272727,84.62566845,,,0.081818182,0.606818182,1.360227273,0.731818182,0.536363636,0.095454545,4.98,498,,0.009090909,0.409090909,0.181818182,0.022727273,0.118181818,0,0.059090909,0.018181818,0.218181818,0.018181818,0,0.004545455,0.753409091,0.273863636,0.557954545,0.75340909,0.195454545,1.163636364,0.429545455,0.070454545,0.359090909,0.954545455,0.954545455,0.954545455,1,1,0.032301,,0.032301,0.032301,,22.36692537,108.6,554.21,54.54545455,90.90909091,90.90909091,31.81818182,72.72727273,0,0,0.272727273
6/2/2026,2022539,NRS_TN-10206,NRS23_TN_10069,TN,1,7/31/2023,vst,13.63400032,5.909090909,5.909090909,0.454545455,0.454545455,0,0,TERRACE,SINGLE,100,CON_BROAD,0.149497768,0.166590148,0.17683588,-0.9051411,-1.032479519,-0.012161489,-0.139499908,-0.051631426,-0.139499908,-1.044641008,,2.112930904,-0.993009583,0.006853182,13.70636364,,,0,0.772727273,0,0.227272727,0,,11,,0,10,0,0,0,79,,,100,0,,,,0,0,,,,0,79,,79,,2,100,,,0,BOATABLE,0.857708477,0.824995875,0.783693182,0.975935829,0.175004125,2154.124557,BOATABLE,71.20326208,71.20326208,4,4,2.237047966,223.7047966,0.158864931,0.780320435,78.03204351,0.670048996,67.00489956,0.409434199,3.53118183,9.912113801,44.80137027,,2324,0.006853182,6.853181818,0.001142273,1.142272727,0,0,0,0.212127273,0.212127273,0,0,0.121213636,0,0,0.030304545,0,0,0.030304545,0.030304545,0,,,0.336363636,60.11818182,0.415909091,97.32620321,,,0.275,1.078409091,1.982954545,1.519318182,1.042045455,0.140909091,4.482,448.2,,0,0.343181818,0.004545455,0.120454545,0.063636364,0,0.05,0.004545455,0.338636364,0.104545455,0.079545455,0.036363636,0.904545455,0.322727273,0.427272727,0.904545454,0.477272727,1.318181818,0.6625,0.036363636,0.626136364,1,1,1,1,1,0.000331,,0.000331,0.000331,,14.56494442,59.5,253.35,81.81818182,81.81818182,81.81818182,45.45454546,50,0,,0.036363636
6/2/2026,2022540,NRS_WI-10319,NRS23_WI_10140,WI,1,7/31/2023,,8.272981012,4.666666667,4.666666667,0,0,0,0,HILLSLOPE,SINGLE,100,CON_BROAD,0.308483918,0.198407629,0.37961864,-0.113444787,0.245325996,-2.356250371,-1.997479588,-1.804031211,-1.997479588,-2.110924375,-2.110924375,0,-0.306893164,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,100,100,0,100,0,0,0,WADEABLE,0.520872564,0.307690586,0.496306818,0.92540107,0.692309414,150,WADEABLE,3.331108586,3.331108586,0,0,14.07781646,14.07781646,0.26212002,4.03524536,4.03524536,3.920316456,3.920316456,0.178442759,6.066958582,0.424691529,0.111310179,1.032419064,2324,0.000731352,0.270666667,0,0,0,0,0.378804545,2.250018182,1.871213636,0.48485,0.378804545,0.863636364,0,0,0.454545455,0,0,0.068181818,0,0,181.9668453,21.13636364,0.360909091,3.700909091,0.457954545,91.71122995,93.18181818,100,0.185227273,0.804545455,1.359090909,0.880681818,0.706818182,0.272727273,12.70833333,12.70833333,100,0.090909091,0.440909091,0.236363636,0,0.068181818,0,0,0,0.113636364,0.045454545,0,0,0.554545455,0.195454545,0.380681818,0.554545454,0.173863636,0.642727273,0.346590909,0.097727273,0.248863636,1,1,1,0.818181818,1,0.056666667,0.056666667,,0.056666667,0,17.28450495,2.1405,0.293215789,,,,,,,,
6/2/2026,2022543,NRS_MT-10659,NRS23_MT_10213,MT,1,7/31/2023,,25.34624042,8,2.75,6.25,2.5,1,0,HILLSLOPE,SINGLE,35,UNC_BROAD,0.362129028,0.277359604,0.480045728,1.87938111,1.685872074,-0.211699238,-0.405208273,0.264125785,-0.405208273,1.474172837,1.474172837,0.908456634,1.210047051,0.00033232,1.11025,14.5,0,0.045454545,0.409090909,0,0.136363636,0.409090909,0,0,84.76190476,1.904761905,33.33333333,0,0,85,3.80952381,49.52380952,8.571428571,12,58.09523809,0,0,0,0,3,0,0,0,2.857142857,6.666666667,1.904761905,64.76190476,15.23809524,0,15,0,0,0,WADEABLE,0.576991534,0.785714286,0.400681818,0.610160428,0.214285715,400,WADEABLE,13.63247116,13.63247116,1,0,66.34375,66.34375,0.335362144,15.49144451,15.49144451,14.72054498,14.72054498,0.110568777,26.80187104,3.850015461,2.546162541,1.029035348,2324,0.00033666,1.12475,0.00033232,1.11025,0,0,0,0.272727273,0.272727273,0.272727273,0,0,0,0,0,0,0,0,0,0,28.14896531,24.27272727,0.946363636,33.40909091,0.173863636,56.68449198,4.679144385,7.272727273,0.042045455,0.695454545,1.3625,0.668181818,0.398863636,0.131818182,40.65,40.65,12.90909091,0.05,0.281818182,0.027272727,0.1,0.027272727,0,0.004545455,0.040909091,0.204545455,0.072727273,0.045454545,0.013636364,0.667045455,0.318181818,0.397727273,0.667045455,0.269318182,0.946363636,0.521590909,0.296590909,0.225,0.590909091,0.590909091,0.590909091,0.681818182,1,0.5825,0.5825,0.63,0.5825,0.04,41.56469371,13.88095238,5.304,,,,,,,,
6/2/2026,2022544,NRS_AR-10239,NRS23_AR_10039,AR,1,7/31/2023,,13.91835719,7.333333333,4.666666667,1.333333333,0.666666667,0,0,HILLSLOPE,SINGLE,100,UNC_NARROW,0.722181841,0.332543409,0.928615401,1.279516408,1.449570679,-0.238573909,-0.068519638,0.160896862,-6.85E-02,1.21099677,-0.175318622,1.991075829,1.050099908,0.000476023,0.222,15,0,0.090909091,0.181818182,0,0.727272727,0,34.28571429,34.28571429,39.04761905,0,0.952380952,0,0,23,2.857142857,3.80952381,10.47619048,66,14.28571429,0,0,2.857142857,0,11,0,34.28571429,0,44.76190476,47.61904762,0,61.90476191,58.0952381,19.8019802,77,2.857142857,0,0,WADEABLE,0.663172863,0.543205853,0.711590909,0.754545455,0.456794147,150,WADEABLE,4.732117137,4.732117137,0,0,23.025,23.025,0.473685399,6.598304177,6.598304177,7.214596596,7.214596596,0.053935989,38.29959718,1.005020079,0.304804349,1.145597511,2324,0.000973489,0.454,0.000476023,0.222,0,0,0,0.840922727,0.840922727,0.030304545,0,0.25,0,0,0.030304545,0,0,0.060609091,0.333340909,0.136363636,196.7365831,15.13636364,0.2,3.96,0.582954545,72.72727273,54.27807487,48.63636364,0.127272727,1.489772727,2.394318182,1.359090909,1.194318182,0.455681818,9.99,9.99,56.45454545,0.086363636,0.554545455,0.218181818,0.068181818,0.068181818,0.004545455,0.009090909,0.009090909,0.245454545,0.104545455,0.018181818,0.036363636,0.904545455,0.155681818,0.739772727,0.904545454,0.164772727,1.290909091,0.906818182,0.295454545,0.611363636,1,1,1,1,1,1.64,1.64,,1.64,0.005,49.94992818,3.022222222,0.328235294,,,,,,,,
6/2/2026,2022545,NRS_VA-10139,NRS23_VA_10001,VA,2,8/1/2023,,8.278088053,16.66666667,15.33333333,7.333333333,6.666666667,0,0,HILLSLOPE,SINGLE,100,UNC_NARROW,0.842035136,0.414784318,1.284968195,2.540030929,2.312629946,-0.338355944,-0.565756928,0.452931246,-0.565756928,1.974274002,1.76617495,1.136927958,1.521342756,0.004619217,2.36,30,0,0,0.5,0,0.5,0,10.47619048,10.47619048,84.76190476,21.9047619,22.85714286,0,0,82,0,29.52380952,5.714285714,14,35.23809523,0,0,0,0,4,0,10.47619048,0,9.523809524,9.523809524,20.95238095,44.76190476,15.23809524,0.99009901,18,0,0.952380952,0,WADEABLE,0.961700318,1,0.891590909,0.997593583,0,150,WADEABLE,3.787469977,3.787469977,0,0,35.91,35.91,0.388458459,8.927607803,8.927607803,8.209842578,8.209842578,0.20045403,38.204092,1.072513736,0.395448962,1.119509253,2324,0.005603084,2.862666667,0.004619217,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357.2289354,25.45454545,0.554545455,5.109090909,0.8375,99.73262032,99.46524064,14.09090909,0.488636364,1.630681818,1.759090909,1.759090909,1.630681818,0.348863636,9.75,9.75,18.81818182,0,0.245454545,0,0.113636364,0.045454545,0,0.022727273,0.018181818,0.245454545,0.063636364,0.086363636,0.009090909,0.128409091,0.779545455,0,0.128409091,0.128409091,1.172727273,0.793181818,0,0.793181818,1,1,1,1,1,4.973333333,4.973333333,4.93,4.973333333,0.004545455,44.32701962,2.585714286,0.30775,,,,,,,,
6/2/2026,2022546,NRS_PA-10113,NRS23_PA_10004,PA,2,8/1/2023,,7.326949663,8.666666667,7.333333333,8,6.666666667,4.666666667,3.333333333,TERRACE,SINGLE,100,CON_BROAD,0.549454026,0.265943255,0.512313862,1.164292503,1.012805272,-0.063295134,-0.214782365,-0.063980413,-0.214782365,0.949510137,0.838497668,1.478783104,1.01349055,0.094834259,37.244,50,0,0,0.590909091,0,0.409090909,0,0,3.80952381,47.61904762,4.761904762,14.28571429,0,0.666666667,33.33333333,14.28571429,28.57142857,32.38095238,33.33333333,60.95238095,3.80952381,0,0,0,33.33333333,0,0,0,1.904761905,16.19047619,2.857142857,77.14285714,48.57142857,0,66.66666667,0,1.904761905,0,WADEABLE,0.482133579,0.468085107,0.337784091,0.708823529,0.531914894,150,WADEABLE,7.307195785,7.307195785,0,0,30.1825,30.1825,0.548313841,8.506032594,8.506032594,7.322390656,7.322390656,0.132218827,26.55673972,0.449444101,0.127700971,1.460528972,2324,0.094932716,37.28266667,0.094834259,37.244,0.091316975,35.86266667,0,1.136363636,1.136363636,0,0,0,1.136363636,0,0,0,0,0,0,0,94.28799388,53.36363636,0.262727273,2.52,0.271590909,67.64705882,67.11229947,83.03030303,0.114772727,1.007954545,1.804545455,0.528409091,0.451136364,0.156818182,13.32666667,13.32666667,86.45454545,0,0.572727273,0.022727273,0.256818182,0.05,0,0.054545455,0.009090909,0.55,0.188636364,0.045454545,0.202272727,0.796590909,0.067045455,0.719318182,0.796590909,0.077272727,0.667272727,0.736363636,0.556818182,0.179545455,1,1,1,1,1,1.13,1.13,,1.13,0.081818182,18.14471141,1.69,0.249263158,,,,,,,,
6/2/2026,2022547,NRS_OK-10173,NRS23_OK_10014,OK,1,8/1/2023,,15.65880933,11.91666667,11.91666667,4.75,4.75,0.583333333,0.583333333,TERRACE,SINGLE,100,CON_BROAD,0.488891923,0.303254545,0.706266517,1.228080763,1.017777754,-1.899933675,-2.110236684,-1.726654891,-2.110236684,-0.882155921,-0.974850539,1.105451278,0.84449897,0.001151933,4.4695,31,0,0,0.545454545,0,0,0.454545455,0,1.904761905,0.952380952,0.952380952,0,0,0,0,32.38095238,0,0.952380952,92,0.952380952,1.904761905,0,2.857142857,0,8,0,0,0,60.95238095,93.33333333,0.952380952,94.28571429,94.28571429,0,100,2.857142857,0,0,WADEABLE,0.53135961,0.650245024,0.593465909,0.388770054,0.349754976,1200,WADEABLE,57.40253277,57.40253277,6,5,232.655,232.655,0.426562627,64.57784937,64.57784937,65.79018609,65.79018609,0.595131765,28.45375429,9.738803095,30.38012485,1.899076423,2324,0.001259064,4.885166667,0.001151933,4.4695,0.000673926,2.614833333,0.265154545,0.537881818,0.272727273,0,0.265154545,0,0,0,0,0,0,0,0.136363636,0.136363636,189.8973738,35.59090909,1.236363636,38.8,0.361363636,32.0855615,2.941176471,96.96969697,0.126136364,1.0625,1.803409091,1.096590909,0.760227273,0.235227273,134.57,134.57,98.18181818,0,0.231818182,0,0.095454545,0.122727273,0,0.009090909,0.090909091,0.231818182,0.004545455,0.004545455,0,0.740909091,0.244318182,0.404545455,0.740909091,0.336363636,2.127272727,0.701136364,0.302272727,0.398863636,0.545454545,0.545454545,0.545454545,0.818181818,1,0.075833333,0.075833333,0.04,0.075833333,0,33.62430455,32.11428571,43.0151,,,,,,,,
6/2/2026,2022548,NRS_CA-11311,NRS23_CA_10163,CA,1,8/1/2023,stp,10.08848459,2.727272727,2.727272727,1.818181818,1.818181818,0,0,HUMAN,SINGLE,100,CON_VSHAPED,0.214190704,0.099493366,0.21266434,-0.991971391,-0.905996333,-1.204928042,-1.118952984,-1.276724912,-1.118952984,-2.110924375,,0,-0.834199463,0.022108182,44.21636364,,,0,0.772727273,0,0,0.227272727,,0,,0,0,0,0,0,100,,,100,0,,,,0,0,,,,0,100,,100,,0,100,,,0,BOATABLE,0.47330946,0.360655738,0.396590909,0.74131016,0.639344262,2082.689874,BOATABLE,129.2845754,129.2845754,4,3,6.136633795,613.6633795,0.212289943,1.38032067,138.032067,1.304421386,130.4421386,0.893410218,2.350702695,5.770615219,75.5532601,,2324,0.022108182,22.10818182,0.021156364,21.15636364,0,0,0,1.772727273,1.772727273,0.045454545,0,0.090909091,0,0,0.045454545,0.090909091,0,0.045454545,0.5,0.954545455,,,0.23,60.54545455,0.317045455,71.25668449,,,0.195454545,0.659090909,0.931818182,0.659090909,0.554545455,0.121590909,6.09,609,,0,0.665909091,0.013636364,0.443181818,0.040909091,0.275,0.009090909,0.036363636,0.377272727,0.159090909,0.131818182,0,0.272727273,0.138636364,0.168181818,0.272727273,0.104545455,4.027272727,0.342045455,0.104545455,0.2375,0.772727273,0.772727273,0.772727273,1,1,0.00035115,,0.00035115,0.00035115,,9.734298552,58,355.27,63.63636364,63.63636364,81.81818182,36.36363637,45.45454546,0,,0.4
6/2/2026,2022549,NRS_VT-10142,NRS23_VT_10005,VT,1,8/1/2023,,6.914830708,10,10,5.208333333,5.208333333,1.25,1.25,TERRACE,SINGLE,100,CON_BROAD,0.321598475,0.168578775,0.286931832,0.921118642,0.678440247,-0.909041798,-1.151720192,-0.76394821,-1.151720192,-0.230601551,-0.230601551,1.043915985,0.533346659,0.004559892,5.430416667,35,0,0,0.545454545,0,0,0.454545455,0,0,7.619047619,2.857142857,4.761904762,0,0,0,9.523809524,0,13.33333333,96,13.33333333,0,0,1.904761905,0,4,0,0,0,67.61904762,77.14285714,2.857142857,90.47619048,90.47619048,0,100,1.904761905,0,0,WADEABLE,0.443650428,0.534411225,0.263636364,0.619786096,0.465588776,480,WADEABLE,32.89431142,32.89431142,4,2,152.9765,152.9765,0.343687299,39.2353835,39.2353835,30.78019007,30.78019007,0.229227953,4.566087418,1.878449208,3.032582537,1.297752268,2324,0.004793257,5.708333333,0.004559892,5.430416667,0.003055439,3.63875,0.598490909,0.871218182,0.272727273,0,0.393945455,0.113636364,0,0,0.090909091,0,0.204545455,0,0,0.068181818,192.9731833,36.40909091,0.718181818,11.90909091,0.219318182,57.7540107,7.754010695,86.36363636,0.128409091,0.678409091,1.470454545,0.363636364,0.322727273,0.090909091,95.71,95.71,88,0,0.272727273,0.036363636,0.095454545,0.068181818,0.009090909,0.013636364,0.063636364,0.227272727,0.059090909,0.009090909,0.013636364,0.792045455,0.038636364,0.751136364,0.792045455,0.040909091,2.063636364,0.459090909,0.355681818,0.103409091,0.545454545,0.545454545,0.545454545,0.590909091,0.954545455,0.052083333,0.052083333,,0.052083333,0,12.61611999,11.14285714,10.569,,,,,,,,
6/2/2026,2022550,NRS_GA-10155,NRS23_GA_10041,GA,1,8/1/2023,,23.35010501,28.06122449,26.07709751,4.25170068,2.267573696,0,0,TERRACE,SINGLE,100,CON_BROAD,0.395523408,0.257118087,0.545931697,0.804847684,0.898713602,-0.002750213,0.091115705,0.121463026,9.11E-02,0.895963389,0.409040957,1.411339799,0.774500363,0.000913663,1.157029478,28.5,0,0,0.909090909,0,0.090909091,0,14.28571429,14.28571429,28.57142857,0,0.952380952,0,0,23,1.904761905,13.33333333,39.04761905,44,52.38095238,0,0,1.904761905,0,33,0,9.523809524,4.761904762,28.57142857,30.47619048,0,82.85714285,69.52380952,0,77,1.904761905,0,0,WADEABLE,0.825177228,0.771929825,0.838920455,0.867647059,0.228070175,352.8,WADEABLE,14.689167,14.689167,0,0,47.09726,47.09726,0.44580173,16.52531287,16.52531287,13.03249629,13.03249629,0.4921659,23.406009,2.591995187,1.714542169,1.032885633,2324,0.002004149,2.537981859,0.000913663,1.157029478,0,0,0,0.295454545,0.295454545,0,0,0.068181818,0,0,0,0,0,0,0.090909091,0.136363636,116.7748147,33.36363636,0.26,12.66363636,0.685227273,85.29411765,75.40106952,57.57575758,0.425,1.506818182,2.307954545,1.642045455,1.229545455,0.260227273,32.95,32.95,66.72727273,0.031818182,0.686363636,0.004545455,0.270454545,0.225,0.027272727,0.118181818,0.118181818,0.622727273,0.036363636,0.120454545,0.004545455,0.801136364,0.160227273,0.388636364,0.801136364,0.4125,2.054545455,0.821590909,0.277272727,0.544318182,1,1,1,1,1,0.263605442,0.263605442,,0.263605442,0,39.30236976,10.08095238,3.14058,,,,,,,,
